,Rooms,Type,Method,Distance,Bathroom,Car,Landsize,BuildingArea,RegionName,PropertyCount,Price,Age
7677,2,h,SP,9.9,1,1,0,132,Northern Metropolitan,7485,,9
7678,3,h,SN,9.9,1,2,585,,Northern Metropolitan,7485,,
7679,2,h,PI,9.9,1,2,590,95,Northern Metropolitan,7485,680000,79
7680,3,h,S,9.9,1,2,590,,Northern Metropolitan,7485,683500,
7681,5,h,S,9.9,,,,,Northern Metropolitan,7485,977000,
7682,2,u,SP,9.9,1,1,202,,Northern Metropolitan,7485,,14
7683,3,t,PI,9.9,2,2,191,142,Northern Metropolitan,7485,590000,19
7684,3,h,SP,9.9,1,3,464,124,Northern Metropolitan,7485,770000,64
7685,3,h,S,9.9,1,2,628,,Northern Metropolitan,7485,815000,
7686,3,h,SP,9.9,1,3,686,151,Northern Metropolitan,7485,975000,49
7687,4,h,S,9.9,2,1,535,154,Northern Metropolitan,7485,970000,99
7688,3,u,SP,9.9,1,2,0,,Northern Metropolitan,7485,515000,
7689,3,h,S,9.9,,,,,Northern Metropolitan,7485,985000,
7690,2,t,SP,9.9,,,,,Northern Metropolitan,7485,515000,
7691,3,h,SP,9.9,,,,,Northern Metropolitan,7485,640000,
7692,3,h,S,9.9,1,1,589,,Northern Metropolitan,7485,940000,49
7693,3,h,S,9.9,,,,,Northern Metropolitan,7485,770000,
7694,3,t,S,9.9,3,1,205,107,Northern Metropolitan,7485,600000,79
7695,2,t,S,9.9,1,1,110,91,Northern Metropolitan,7485,510000,6
7696,3,h,SN,9.9,2,2,504,98,Northern Metropolitan,7485,,69
7697,3,h,SP,9.9,2,2,540,146,Northern Metropolitan,7485,750000,20
7698,4,h,SP,9.9,2,2,250,194,Northern Metropolitan,7485,822000,36
7699,3,h,S,9.9,1,2,650,,Northern Metropolitan,7485,983000,
7700,3,h,SN,9.9,1,2,681,,Northern Metropolitan,7485,,
7701,3,u,S,9.9,,,,,Northern Metropolitan,7485,,
7702,3,h,VB,9.9,1,3,490,,Northern Metropolitan,7485,600000,
7703,4,h,S,9.9,,,,,Northern Metropolitan,7485,900000,
7704,3,h,S,9.9,2,1,316,163,Northern Metropolitan,7485,,9
7705,4,t,VB,9.9,2,2,353,,Northern Metropolitan,7485,640000,
7706,2,u,SP,9.9,,,,,Northern Metropolitan,7485,470000,
7707,3,t,VB,9.9,2,1,146,106,Northern Metropolitan,7485,430000,13
7708,3,t,VB,9.9,,,,,Northern Metropolitan,7485,540000,
7709,4,h,PI,9.9,2,2,646,287,Northern Metropolitan,7485,1350000,24
7710,2,u,S,9.9,,,,,Northern Metropolitan,7485,540000,
7711,2,h,S,9.9,,,,,Northern Metropolitan,7485,818000,
7712,3,h,SP,9.9,1,1,581,,Northern Metropolitan,7485,,
7713,4,h,VB,9.9,1,1,556,,Northern Metropolitan,7485,780000,
7714,5,t,PI,9.9,4,3,188,,Northern Metropolitan,7485,,
7715,2,h,S,9.9,1,1,558,,Northern Metropolitan,7485,474000,
7716,2,h,S,9.9,1,1,783,94,Northern Metropolitan,7485,810000,69
7717,4,h,S,9.9,1,2,485,,Northern Metropolitan,7485,723000,59
7718,2,t,S,9.9,1,2,135,100,Northern Metropolitan,7485,550500,7
7719,2,t,S,9.9,1,1,169,109,Northern Metropolitan,7485,610000,24
7720,2,u,SN,9.9,1,1,143,86,Northern Metropolitan,7485,,19
7721,3,h,SP,9.9,1,2,858,,Northern Metropolitan,7485,1000000,
7722,3,u,SP,9.9,2,2,197,111,Northern Metropolitan,7485,533000,12
7723,2,u,SP,9.9,,,,,Northern Metropolitan,7485,,
7724,2,h,S,9.9,1,1,602,,Northern Metropolitan,7485,630000,
7725,3,h,S,9.9,,,,,Northern Metropolitan,7485,805000,
7726,2,t,VB,9.9,1,1,105,88,Northern Metropolitan,7485,410000,5
7727,3,h,PI,9.9,1,4,557,111,Northern Metropolitan,7485,600000,64
7728,2,t,PI,9.9,,,,,Northern Metropolitan,7485,,
7729,3,h,S,9.9,1,1,190,108,Northern Metropolitan,7485,616000,49
7730,3,h,SN,9.9,,,,,Northern Metropolitan,7485,,
7731,3,h,S,9.9,1,2,582,,Northern Metropolitan,7485,792000,
7732,4,t,SP,9.9,,,,,Northern Metropolitan,7485,800000,
7733,2,h,S,9.9,,,,,Northern Metropolitan,7485,750000,
7734,3,h,S,9.9,1,2,641,111,Northern Metropolitan,7485,960000,69
7735,4,h,SP,9.9,2,2,511,182,Northern Metropolitan,7485,985000,12
7736,4,h,VB,9.9,1,1,420,,Northern Metropolitan,7485,820000,
7737,2,t,SN,9.9,1,2,176,100,Northern Metropolitan,7485,,17
7738,2,u,SN,9.9,1,1,0,,Northern Metropolitan,7485,,
7739,3,h,SN,9.9,1,2,642,,Northern Metropolitan,7485,,
7740,3,h,S,9.9,1,1,596,145,Northern Metropolitan,7485,670000,70
7741,3,t,VB,9.9,2,1,129,140,Northern Metropolitan,7485,,18
7742,2,h,S,9.9,1,2,659,,Northern Metropolitan,7485,855000,
7743,2,u,S,9.9,,,,,Northern Metropolitan,7485,567000,
7744,4,t,SP,9.9,2,2,148,141,Northern Metropolitan,7485,665000,18
7745,2,h,PI,9.9,,,,,Northern Metropolitan,7485,440000,
7746,3,h,S,9.9,1,1,507,,Northern Metropolitan,7485,690000,
7747,3,t,VB,9.9,,,,,Northern Metropolitan,7485,560000,
7748,3,h,S,9.9,2,2,588,106,Northern Metropolitan,7485,880000,59
7749,3,h,S,9.9,1,2,449,104,Northern Metropolitan,7485,700000,69
7750,3,t,VB,9.9,2,1,122,139,Northern Metropolitan,7485,600000,21
7751,3,h,S,9.9,1,2,542,,Northern Metropolitan,7485,721000,
7752,2,h,SP,9.9,1,1,428,,Northern Metropolitan,7485,720000,
7753,3,h,PI,9.9,,,,,Northern Metropolitan,7485,730000,
7754,4,h,PI,9.9,2,0,934,,Northern Metropolitan,7485,910000,
7755,2,h,S,9.9,1,1,746,265,Northern Metropolitan,7485,1570000,69
7756,2,h,S,9.9,1,1,111,84,Northern Metropolitan,7485,525500,19
7757,2,t,S,9.9,,,,,Northern Metropolitan,7485,555000,
7758,3,h,S,9.9,1,1,522,132,Northern Metropolitan,7485,612500,69
7759,1,u,S,9.9,1,1,49,49,Northern Metropolitan,7485,248500,49
7760,3,h,S,9.9,2,2,501,501,Northern Metropolitan,7485,960000,59
7761,2,h,S,9.9,1,2,847,,Northern Metropolitan,7485,1085000,59
7762,2,t,PI,9.9,1,1,103,130,Northern Metropolitan,7485,,6
7763,3,h,VB,9.9,2,1,266,,Northern Metropolitan,7485,650000,
7764,4,h,SP,9.9,1,2,410,141,Northern Metropolitan,7485,650000,79
7765,3,t,S,9.9,,,,,Northern Metropolitan,7485,652500,
7766,3,h,SN,9.9,1,1,702,,Northern Metropolitan,7485,,
7767,4,h,S,9.9,2,2,708,,Northern Metropolitan,7485,937000,
7768,2,u,VB,9.9,1,1,119,,Northern Metropolitan,7485,360000,
7769,3,h,VB,9.9,1,2,191,92,Northern Metropolitan,7485,500000,6
7770,2,h,S,9.9,1,2,527,,Northern Metropolitan,7485,775000,69
7771,3,h,SP,9.9,1,1,534,100,Northern Metropolitan,7485,599000,69
7772,2,u,PI,3.8,1,1,0,,Southern Metropolitan,8648,,
7773,2,u,S,3.8,2,1,0,,Southern Metropolitan,8648,1100000,
7774,2,u,S,3.8,,,,,Southern Metropolitan,8648,650000,
7775,3,h,S,3.8,,,,,Southern Metropolitan,8648,1681000,
7776,4,h,S,3.8,2,2,349,349,Southern Metropolitan,8648,,19
7777,4,h,S,3.8,2,1,292,192,Southern Metropolitan,8648,,19
7778,2,h,PI,3.8,1,0,0,,Southern Metropolitan,8648,1240000,
7779,3,h,S,3.8,,,,,Southern Metropolitan,8648,2365000,
7780,3,u,S,3.8,,,,,Southern Metropolitan,8648,1380000,
7781,6,h,VB,3.8,4,2,353,,Southern Metropolitan,8648,1800000,
7782,3,h,S,3.8,2,1,0,134,Southern Metropolitan,8648,1150000,29
7783,3,h,S,3.8,1,0,171,167,Southern Metropolitan,8648,985000,129
7784,2,u,PI,3.8,,,,,Southern Metropolitan,8648,,
7785,3,u,SP,3.8,2,2,0,139,Southern Metropolitan,8648,1200000,7
7786,2,u,VB,3.8,2,2,21700,,Southern Metropolitan,8648,1340000,19
7787,3,h,S,3.8,2,0,250,280,Southern Metropolitan,8648,2200000,156
7788,4,h,S,3.8,2,3,611,181,Southern Metropolitan,8648,2105000,79
7789,2,u,S,3.8,1,1,0,57,Southern Metropolitan,8648,550000,7
7790,3,u,PI,3.8,2,2,5865,,Southern Metropolitan,8648,,
7791,2,u,VB,3.8,2,2,0,,Southern Metropolitan,8648,1250000,
7792,2,u,VB,3.8,2,1,0,,Southern Metropolitan,8648,575000,
7793,4,h,S,3.8,3,1,323,237,Southern Metropolitan,8648,1915000,84
7794,2,u,SP,3.8,,,,,Southern Metropolitan,8648,850000,
7795,3,h,SN,3.8,2,1,151,146,Southern Metropolitan,8648,,129
7796,3,h,S,3.8,2,2,135,135,Southern Metropolitan,8648,1630000,22
7797,2,h,S,3.8,2,0,96,108,Southern Metropolitan,8648,1000000,129
7798,3,h,S,3.8,1,0,153,109,Southern Metropolitan,8648,1470000,139
7799,2,u,VB,3.8,2,2,0,87,Southern Metropolitan,8648,725000,9
7800,2,h,S,3.8,1,0,183,185,Southern Metropolitan,8648,1234500,
7801,2,u,VB,3.8,1,1,0,74,Southern Metropolitan,8648,600000,14
7802,3,h,S,3.8,2,2,173,137,Southern Metropolitan,8648,1342000,119
7803,1,u,S,3.8,1,1,0,60,Southern Metropolitan,8648,500000,13
7804,2,u,S,3.8,2,1,579,84,Southern Metropolitan,8648,795000,6
7805,2,u,VB,3.8,2,1,0,70,Southern Metropolitan,8648,590000,7
7806,4,h,S,3.8,1,2,146,,Southern Metropolitan,8648,1502000,139
7807,2,t,SN,3.8,1,2,107,,Southern Metropolitan,8648,,
7808,2,u,S,3.8,,,,,Southern Metropolitan,8648,,
7809,2,u,SP,3.8,2,1,0,110,Southern Metropolitan,8648,1100000,13
7810,3,h,S,3.8,2,1,215,,Southern Metropolitan,8648,1421000,29
7811,4,h,SP,3.8,2,0,353,189,Southern Metropolitan,8648,,119
7812,2,u,SP,3.8,2,2,2166,,Southern Metropolitan,8648,845000,
7813,2,u,S,3.8,1,1,0,,Southern Metropolitan,8648,720000,
7814,2,h,S,3.8,2,1,115,115,Southern Metropolitan,8648,1275000,4
7815,2,h,VB,3.8,1,1,90,106,Southern Metropolitan,8648,1000000,12
7816,4,h,S,3.8,2,1,212,158,Southern Metropolitan,8648,1820000,119
7817,1,u,S,3.8,1,1,0,,Southern Metropolitan,8648,420000,
7818,2,u,PI,3.8,2,1,995,,Southern Metropolitan,8648,600000,
7819,3,h,S,3.8,2,1,190,,Southern Metropolitan,8648,1916000,119
7820,1,u,S,3.8,1,1,0,,Southern Metropolitan,8648,577000,15
7821,2,u,S,3.8,2,1,0,83,Southern Metropolitan,8648,655000,19
7822,2,h,S,3.8,1,1,131,,Southern Metropolitan,8648,1016500,
7823,1,u,SN,3.8,1,1,0,58,Southern Metropolitan,8648,,13
7824,2,h,S,3.8,1,1,195,94,Southern Metropolitan,8648,1350000,119
7825,3,u,S,3.8,,,,,Southern Metropolitan,8648,1082000,
7826,3,h,S,3.8,2,2,241,131,Southern Metropolitan,8648,1560000,119
7827,3,h,S,3.8,2,1,172,100,Southern Metropolitan,8648,,119
7828,2,u,PI,3.8,2,1,0,,Southern Metropolitan,8648,1035000,16
7829,2,u,S,3.8,2,1,0,,Southern Metropolitan,8648,1070000,16
7830,2,h,S,3.8,1,0,106,70,Southern Metropolitan,8648,1060000,109
7831,2,u,S,3.8,2,2,0,104,Southern Metropolitan,8648,1610000,12
7832,2,u,S,3.8,,,,,Southern Metropolitan,8648,910000,
7833,3,h,S,3.8,,,,,Southern Metropolitan,8648,1485000,
7834,2,h,S,3.8,1,0,152,71,Southern Metropolitan,8648,1101000,109
7835,4,h,S,3.8,3,2,0,157,Southern Metropolitan,8648,,9
7836,2,h,S,3.8,1,2,163,83,Southern Metropolitan,8648,880000,39
7837,2,u,VB,3.8,1,1,0,,Southern Metropolitan,8648,730000,
7838,3,h,PN,3.8,2,1,305,134,Southern Metropolitan,8648,,79
7839,3,u,S,3.8,,,,,Southern Metropolitan,8648,1190000,
7840,2,h,S,3.8,1,0,105,70,Southern Metropolitan,8648,1080000,109
7841,2,h,S,3.8,1,0,120,76,Southern Metropolitan,8648,1115000,119
7842,2,u,SP,3.8,1,1,0,70,Southern Metropolitan,8648,516000,15
7843,3,h,S,3.8,2,1,225,153,Southern Metropolitan,8648,1753000,109
7844,3,t,SN,3.8,1,1,0,120,Southern Metropolitan,8648,,40
7845,2,h,S,3.8,1,0,111,,Southern Metropolitan,8648,825000,
7846,2,u,VB,3.8,2,2,2166,,Southern Metropolitan,8648,820000,
7847,2,h,SP,3.8,1,0,124,70,Southern Metropolitan,8648,900000,119
7848,2,u,SN,3.8,2,2,0,96,Southern Metropolitan,8648,,15
7849,5,h,S,3.8,1,2,350,173,Southern Metropolitan,8648,2350000,129
7850,3,h,PI,3.8,2,1,200,96,Southern Metropolitan,8648,,159
7851,3,h,S,3.8,,,,,Southern Metropolitan,8648,,
7852,3,t,S,3.8,1,2,188,,Southern Metropolitan,8648,1565000,
7853,2,u,SP,3.8,,,,,Southern Metropolitan,8648,730000,
7854,2,u,SP,3.8,,,,,Southern Metropolitan,8648,730000,
7855,2,u,PI,3.8,2,1,0,,Southern Metropolitan,8648,,19
7856,3,h,S,3.8,2,1,140,169,Southern Metropolitan,8648,1670000,139
7857,2,u,VB,3.8,1,2,0,,Southern Metropolitan,8648,,15
7858,2,h,SN,3.8,1,1,75,90,Southern Metropolitan,8648,,19
7859,3,h,S,3.8,1,0,108,106,Southern Metropolitan,8648,1402000,119
7860,4,h,VB,3.8,2,2,331,164,Southern Metropolitan,8648,,79
7861,2,u,S,3.8,,,,,Southern Metropolitan,8648,852000,
7862,2,u,PI,3.8,,,,,Southern Metropolitan,8648,551000,
7863,3,h,S,3.8,2,1,210,211,Southern Metropolitan,8648,1570000,20
7864,3,h,PI,3.8,2,0,166,,Southern Metropolitan,8648,,
7865,3,h,S,3.8,2,0,211,,Southern Metropolitan,8648,1515000,
7866,2,u,PI,3.8,,,,,Southern Metropolitan,8648,,
7867,3,h,PI,3.8,,,,,Southern Metropolitan,8648,1260000,
7868,3,h,SN,3.8,1,0,157,87,Southern Metropolitan,8648,,109
7869,2,h,S,3.8,1,0,112,,Southern Metropolitan,8648,1155000,
7870,2,h,S,3.8,1,0,82,90,Southern Metropolitan,8648,1150000,109
7871,3,u,PI,3.8,,,,,Southern Metropolitan,8648,950000,
7872,2,h,S,3.8,1,1,95,,Southern Metropolitan,8648,875000,
7873,2,u,PI,3.8,2,1,2166,,Southern Metropolitan,8648,625000,
7874,3,h,S,3.8,1,0,184,100,Southern Metropolitan,8648,1384000,114
7875,2,u,S,3.8,2,1,0,,Southern Metropolitan,8648,1405000,
7876,2,u,S,3.8,1,1,0,86,Southern Metropolitan,8648,655000,13
7877,1,u,SP,3.8,1,1,0,63,Southern Metropolitan,8648,456000,12
7878,3,u,S,3.8,2,2,0,450,Southern Metropolitan,8648,2260000,
7879,2,h,S,3.8,1,0,112,,Southern Metropolitan,8648,1130000,
7880,3,h,S,3.8,2,2,303,,Southern Metropolitan,8648,1305000,
7881,2,u,S,3.8,2,1,0,,Southern Metropolitan,8648,720000,7
7882,2,h,PI,3.8,1,1,159,,Southern Metropolitan,8648,1130000,
7883,2,u,S,3.8,1,1,0,70,Southern Metropolitan,8648,520000,14
7884,2,h,SP,3.8,1,1,151,93,Southern Metropolitan,8648,,119
7885,2,u,VB,3.8,2,2,0,,Southern Metropolitan,8648,1250000,16
7886,1,u,SP,3.8,1,1,0,62,Southern Metropolitan,8648,470000,19
7887,2,u,VB,3.8,1,1,0,72,Southern Metropolitan,8648,600000,23
7888,2,u,S,3.8,1,1,0,71,Southern Metropolitan,8648,670000,13
7889,3,h,S,3.8,1,0,103,,Southern Metropolitan,8648,1100000,
7890,2,h,S,3.8,,,,,Southern Metropolitan,8648,1532000,
7891,2,u,SP,3.8,1,2,0,,Southern Metropolitan,8648,1252000,
7892,2,u,S,3.8,2,1,0,,Southern Metropolitan,8648,,15
7893,2,u,S,3.8,2,2,0,160,Southern Metropolitan,8648,,19
7894,2,t,SP,3.8,2,1,14545,,Southern Metropolitan,8648,,19
7895,2,h,S,3.8,1,1,139,,Southern Metropolitan,8648,1010000,59
7896,2,t,S,3.8,1,1,0,,Southern Metropolitan,8648,779000,
7897,2,h,PI,3.8,1,1,108,,Southern Metropolitan,8648,790000,
7898,1,u,S,3.8,1,1,0,,Southern Metropolitan,8648,455500,17
7899,3,h,S,3.8,2,2,0,155,Southern Metropolitan,8648,,19
7900,3,h,S,3.8,2,2,0,,Southern Metropolitan,8648,,
7901,2,h,S,3.8,1,1,168,102,Southern Metropolitan,8648,1400000,85
7902,3,h,PI,3.8,2,1,0,160,Southern Metropolitan,8648,1520000,3
7903,3,h,S,3.8,1,1,220,,Southern Metropolitan,8648,1655000,
7904,1,u,S,3.8,1,1,6866,63,Southern Metropolitan,8648,600000,9
7905,1,h,S,3.8,1,0,151,,Southern Metropolitan,8648,1014000,
7906,4,h,S,3.8,,,,,Southern Metropolitan,8648,1450000,
7907,4,h,S,3.8,,,,,Southern Metropolitan,8648,2252000,
7908,3,h,S,3.8,1,0,197,,Southern Metropolitan,8648,1351000,
7909,3,h,SN,3.8,2,4,300,300,Southern Metropolitan,8648,,
7910,2,u,PI,3.8,2,2,2461,120,Southern Metropolitan,8648,,9
7911,1,u,PI,3.8,1,1,0,57,Southern Metropolitan,8648,,11
7912,3,u,S,3.8,2,2,5042,102,Southern Metropolitan,8648,2460000,24
7913,1,u,SP,3.8,1,1,0,70,Southern Metropolitan,8648,,19
7914,1,u,VB,3.8,,,,,Southern Metropolitan,8648,,
7915,2,h,PI,3.8,1,0,172,,Southern Metropolitan,8648,,
7916,1,u,S,3.8,,,,,Southern Metropolitan,8648,390000,
7917,2,h,S,3.8,,,,,Southern Metropolitan,8648,1455000,
7918,1,u,VB,3.8,1,1,0,,Southern Metropolitan,8648,540000,19
7919,3,h,S,3.8,2,2,214,241,Southern Metropolitan,8648,3705000,5
7920,2,h,S,3.8,1,1,347,,Southern Metropolitan,8648,1180000,
7921,3,t,PI,3.8,2,2,0,134,Southern Metropolitan,8648,950000,7
7922,3,h,S,3.8,2,1,0,151,Southern Metropolitan,8648,,3
7923,3,h,S,3.8,1,1,114,138,Southern Metropolitan,8648,1350000,29
7924,3,h,S,3.8,2,1,170,,Southern Metropolitan,8648,2100000,
7925,2,u,S,3.8,1,1,0,100,Southern Metropolitan,8648,735000,19
7926,3,h,SN,3.8,2,1,187,145,Southern Metropolitan,8648,,22
7927,1,u,VB,3.8,1,1,0,64,Southern Metropolitan,8648,400000,19
7928,2,u,S,3.8,1,2,0,94,Southern Metropolitan,8648,900000,22
7929,3,u,SN,3.8,2,2,0,,Southern Metropolitan,8648,,
7930,2,u,SP,3.8,2,2,0,,Southern Metropolitan,8648,,
7931,1,u,PI,3.8,1,1,0,,Southern Metropolitan,8648,470000,
7932,3,h,SP,3.8,2,2,242,,Southern Metropolitan,8648,,
7933,3,h,PI,3.8,1,2,311,137,Southern Metropolitan,8648,,104
7934,4,h,S,3.8,3,2,232,230,Southern Metropolitan,8648,2160000,
7935,3,h,S,3.8,1,0,0,134,Southern Metropolitan,8648,1380000,129
7936,4,h,S,3.8,,,,,Southern Metropolitan,8648,1970000,
7937,3,h,S,3.8,1,2,116,95,Southern Metropolitan,8648,1080000,109
7938,2,u,VB,3.8,2,1,2166,,Southern Metropolitan,8648,,7
7939,3,h,S,3.8,,,,,Southern Metropolitan,8648,1325000,
7940,3,h,SP,3.8,2,1,158,,Southern Metropolitan,8648,1405000,
7941,3,h,SP,3.8,2,1,158,,Southern Metropolitan,8648,,
7942,2,u,PI,4.5,1,1,0,,Southern Metropolitan,7717,,
7943,2,t,S,4.5,1,1,111,,Southern Metropolitan,7717,,
7944,2,u,VB,4.5,1,1,0,,Southern Metropolitan,7717,650000,
7945,1,u,S,4.5,1,1,0,34,Southern Metropolitan,7717,342000,59
7946,4,h,S,4.5,,,,,Southern Metropolitan,7717,2680000,
7947,2,h,PI,4.5,1,1,88,121,Southern Metropolitan,7717,950000,19
7948,2,u,S,4.5,1,1,0,73,Southern Metropolitan,7717,781000,89
7949,1,u,S,4.5,1,1,0,51,Southern Metropolitan,7717,549800,7
7950,2,u,PI,4.5,1,1,0,106,Southern Metropolitan,7717,,19
7951,4,h,S,4.5,2,0,300,,Southern Metropolitan,7717,,
7952,2,h,S,4.5,2,2,211,122,Southern Metropolitan,7717,,119
7953,2,h,SP,4.5,1,2,220,117,Southern Metropolitan,7717,,99
7954,1,u,S,4.5,1,1,1768,45,Southern Metropolitan,7717,492000,131
7955,4,h,S,4.5,2,2,443,222,Southern Metropolitan,7717,,99
7956,3,t,PI,4.5,,,,,Southern Metropolitan,7717,1660000,
7957,1,u,S,4.5,1,1,0,64,Southern Metropolitan,7717,500500,74
7958,2,u,PI,4.5,2,2,0,95,Southern Metropolitan,7717,,11
7959,3,h,S,4.5,1,0,223,,Southern Metropolitan,7717,1240000,
7960,3,u,S,4.5,2,2,0,136,Southern Metropolitan,7717,1400000,99
7961,3,h,S,4.5,2,1,197,130,Southern Metropolitan,7717,,139
7962,3,u,PI,4.5,2,1,0,92,Southern Metropolitan,7717,685000,23
7963,2,u,S,4.5,,,,,Southern Metropolitan,7717,630000,
7964,3,u,S,4.5,1,1,0,114,Southern Metropolitan,7717,710000,119
7965,1,u,VB,4.5,1,1,0,51,Southern Metropolitan,7717,330000,49
7966,3,h,S,4.5,1,0,135,,Southern Metropolitan,7717,1430000,119
7967,1,u,VB,4.5,1,1,0,,Southern Metropolitan,7717,325000,
7968,3,h,S,4.5,1,3,352,,Southern Metropolitan,7717,,
7969,3,t,PI,4.5,2,1,128,134,Southern Metropolitan,7717,1245000,19
7970,2,u,S,4.5,1,1,727,,Southern Metropolitan,7717,830000,
7971,1,u,S,4.5,1,0,0,,Southern Metropolitan,7717,,
7972,4,h,VB,4.5,2,1,348,183,Southern Metropolitan,7717,,129
7973,2,h,S,4.5,1,0,141,72,Southern Metropolitan,7717,1182500,119
7974,2,h,S,4.5,1,0,288,160,Southern Metropolitan,7717,1303000,119
7975,1,u,SN,4.5,,,,,Southern Metropolitan,7717,,
7976,2,h,S,4.5,1,0,218,,Southern Metropolitan,7717,1210000,109
7977,1,u,SP,4.5,1,1,443,50,Southern Metropolitan,7717,482500,49
7978,2,u,S,4.5,1,1,0,67,Southern Metropolitan,7717,,89
7979,1,u,S,4.5,1,1,1079,,Southern Metropolitan,7717,,
7980,2,u,SP,4.5,1,1,0,84,Southern Metropolitan,7717,,59
7981,3,h,S,4.5,2,1,210,,Southern Metropolitan,7717,1730000,
7982,2,h,S,4.5,2,2,170,94,Southern Metropolitan,7717,,39
7983,2,h,PI,4.5,1,1,158,,Southern Metropolitan,7717,1090000,
7984,3,h,S,4.5,1,1,189,,Southern Metropolitan,7717,1358000,
7985,2,u,PI,4.5,1,1,0,87,Southern Metropolitan,7717,585000,59
7986,2,h,S,4.5,1,1,0,135,Southern Metropolitan,7717,1106000,14
7987,3,h,S,4.5,3,1,209,,Southern Metropolitan,7717,1650000,
7988,1,u,VB,4.5,,,,,Southern Metropolitan,7717,,
7989,2,h,S,4.5,1,2,308,107,Southern Metropolitan,7717,1590000,89
7990,2,u,PI,4.5,1,1,356,,Southern Metropolitan,7717,590000,14
7991,2,h,S,4.5,1,0,203,85,Southern Metropolitan,7717,1055000,119
7992,2,u,S,4.5,,,,,Southern Metropolitan,7717,523000,
7993,3,h,SP,4.5,1,1,195,113,Southern Metropolitan,7717,,119
7994,2,h,SN,4.5,1,1,192,,Southern Metropolitan,7717,,
7995,2,h,S,4.5,,,,,Southern Metropolitan,7717,1800000,
7996,2,u,S,4.5,1,1,0,,Southern Metropolitan,7717,,49
7997,3,u,VB,4.5,2,2,0,,Southern Metropolitan,7717,1350000,
7998,2,u,S,4.5,1,1,0,,Southern Metropolitan,7717,700000,131
7999,2,u,PI,4.5,,,,,Southern Metropolitan,7717,735000,
8000,2,u,SP,4.5,,,,,Southern Metropolitan,7717,,
8001,2,u,S,4.5,1,1,0,,Southern Metropolitan,7717,473000,
8002,3,h,PI,4.5,1,1,111,99,Southern Metropolitan,7717,1100000,18
8003,2,h,SN,4.5,2,0,154,120,Southern Metropolitan,7717,,109
8004,2,u,SN,4.5,1,0,721,,Southern Metropolitan,7717,,49
8005,3,h,S,4.5,2,1,233,,Southern Metropolitan,7717,,
8006,3,h,S,4.5,1,0,210,,Southern Metropolitan,7717,,
8007,3,h,S,4.5,,,,,Southern Metropolitan,7717,1590000,
8008,2,h,S,4.5,3,1,91,,Southern Metropolitan,7717,1200000,
8009,2,h,VB,4.5,,,,,Southern Metropolitan,7717,1100000,
8010,3,h,SN,4.5,1,1,217,117,Southern Metropolitan,7717,,109
8011,2,u,SP,4.5,1,2,4655,,Southern Metropolitan,7717,,
8012,4,h,S,4.5,,,,,Southern Metropolitan,7717,,
8013,2,u,VB,4.5,1,1,0,76,Southern Metropolitan,7717,530000,131
8014,3,h,S,4.5,1,2,294,,Southern Metropolitan,7717,1651000,
8015,1,u,S,4.5,1,1,0,,Southern Metropolitan,7717,,
8016,2,u,SA,4.5,1,1,0,,Southern Metropolitan,7717,615000,
8017,2,u,SP,4.5,,,,,Southern Metropolitan,7717,,
8018,2,u,SN,4.5,1,1,0,,Southern Metropolitan,7717,,
8019,2,h,S,4.5,,,,,Southern Metropolitan,7717,1880000,
8020,2,u,S,4.5,,,,,Southern Metropolitan,7717,,
8021,2,h,VB,4.5,1,2,222,108,Southern Metropolitan,7717,1500000,89
8022,1,u,SN,4.5,,,,,Southern Metropolitan,7717,,
8023,2,u,SN,4.5,,,,,Southern Metropolitan,7717,,
8024,2,h,S,4.5,1,2,227,,Southern Metropolitan,7717,1460000,
8025,1,u,SN,4.5,,,,,Southern Metropolitan,7717,,
8026,4,h,S,4.5,2,2,336,104,Southern Metropolitan,7717,,129
8027,2,u,SP,4.5,1,1,949,78,Southern Metropolitan,7717,,49
8028,4,h,S,4.5,,,,,Southern Metropolitan,7717,2444000,
8029,1,u,PI,4.5,1,0,4655,53,Southern Metropolitan,7717,,119
8030,2,u,S,4.5,2,1,0,101,Southern Metropolitan,7717,841000,169
8031,2,u,VB,4.5,1,1,0,78,Southern Metropolitan,7717,570000,15
8032,2,u,PI,4.5,1,2,0,,Southern Metropolitan,7717,480000,49
8033,1,u,SN,4.5,1,1,0,,Southern Metropolitan,7717,,
8034,2,h,S,4.5,1,1,162,,Southern Metropolitan,7717,1310000,
8035,3,h,S,4.5,1,0,231,,Southern Metropolitan,7717,1530000,
8036,1,u,SS,4.5,,,,,Southern Metropolitan,7717,,
8037,1,u,VB,4.5,,,,,Southern Metropolitan,7717,365000,
8038,2,u,S,4.5,1,1,0,71,Southern Metropolitan,7717,560000,19
8039,4,h,S,4.5,2,2,584,,Southern Metropolitan,7717,,
8040,1,u,PI,4.5,,,,,Southern Metropolitan,7717,332000,
8041,3,h,SN,4.5,1,1,215,125,Southern Metropolitan,7717,,119
8042,4,h,S,4.5,4,1,602,450,Southern Metropolitan,7717,,108
8043,2,h,S,4.5,1,1,126,,Southern Metropolitan,7717,1300000,
8044,2,h,S,4.5,1,0,96,71,Southern Metropolitan,7717,815000,139
8045,2,h,S,4.5,1,0,98,,Southern Metropolitan,7717,765000,129
8046,3,h,S,4.5,2,2,258,,Southern Metropolitan,7717,,
